title,artist,year,decade,categories,social_singing,original_vocal,possible_duplicate,match_confidence,needs_review,notes,raw_input
Marilyn Monroe,Pharrell Williams,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-01 - Pharrell Williams - Marilyn Monroe.mp3
If I Could Change Your Mind,Haim,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-02 - Haim - If I Could Change Your Mind.mp3
Calling All Hearts,DJ Cassidy & Robin Thicke & Jessie J,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-03 - DJ Cassidy & Robin Thicke & Jessie J - Calling All Hearts.mp3
Word Up,Little Mix,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-04 - Little Mix - Word Up.mp3
She Looks So Perfect,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-05 - 5 Seconds Of Summer - She Looks So Perfect.cdg
She Looks So Perfect,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-05 - 5 Seconds Of Summer - She Looks So Perfect.mp3
Last Night,Vamps,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-06 - Vamps - Last Night.mp3
Arabella,Arctic Monkeys,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-07 - Arctic Monkeys - Arabella.mp3
Empire,Shakira,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-08 - Shakira - Empire.mp3
Best Day Of My Life,American Authors,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-09 - American Authors - Best Day Of My Life.mp3
Let Her Down Easy,George Michael,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-10 - George Michael - Let Her Down Easy.mp3
Welcome To The Jungle,Neon Jungle,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-11 - Neon Jungle - Welcome To The Jungle.mp3
Magic,Coldplay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-12 - Coldplay - Magic.mp3
Glow In The Dark,Wanted,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-13 - Wanted - Glow In The Dark.mp3
Addicted To You,Avicii,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-14 - Avicii - Addicted To You.mp3
Partition,Beyonce,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-15 - Beyonce - Partition.mp3
Stupid Love,Jason Derulo,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-16 - Jason Derulo - Stupid Love.mp3
Tsunami,DVBBS & Borgeous & Tinie Tempah,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-17 - DVBBS & Borgeous & Tinie Tempah - Tsunami (Jump).mp3
Children Of The Universe,Molly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG\SF338-18 - Molly - Children Of The Universe (Eurovision 2014).mp3
Love Never Felt So Good,Michael Jackson & Justin Timberlake,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-01 - Michael Jackson & Justin Timberlake - Love Never Felt So Good.cdg
Love Never Felt So Good,Michael Jackson & Justin Timberlake,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-01 - Michael Jackson & Justin Timberlake - Love Never Felt So Good.mp3
Sky Full Of Stars,Coldplay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-02 - Coldplay - Sky Full Of Stars.cdg
Sky Full Of Stars,Coldplay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-02 - Coldplay - Sky Full Of Stars.mp3
Good Kisser,Usher,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-03 - Usher - Good Kisser.cdg
Good Kisser,Usher,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-03 - Usher - Good Kisser.mp3
Let Me Down Easy,Paolo Nutini,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-04 - Paolo Nutini - Let Me Down Easy.cdg
Let Me Down Easy,Paolo Nutini,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-04 - Paolo Nutini - Let Me Down Easy.mp3
Waves (Robin Schulz Radio Edit),Mr. Probz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Robin Schulz Radio Edit as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-05 - Mr. Probz - Waves (Robin Schulz Radio Edit).cdg
Waves (Robin Schulz Radio Edit),Mr. Probz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept Robin Schulz Radio Edit as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-05 - Mr. Probz - Waves (Robin Schulz Radio Edit).mp3
No Rest For The Wicked,Lykke Li,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-06 - Lykke Li - No Rest For The Wicked.cdg
No Rest For The Wicked,Lykke Li,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-06 - Lykke Li - No Rest For The Wicked.mp3
Here For You,Gorgon City Ft Laura Welsh,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-07 - Gorgon City Ft Laura Welsh - Here For You.cdg
Here For You,Gorgon City Ft Laura Welsh,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-07 - Gorgon City Ft Laura Welsh - Here For You.mp3
Only Love Can Hurt Like This,Paloma Faith,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-08 - Paloma Faith - Only Love Can Hurt Like This.cdg
Only Love Can Hurt Like This,Paloma Faith,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-08 - Paloma Faith - Only Love Can Hurt Like This.mp3
Extraordinary,Clean Bandit Ft Sharma Bass,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-09 - Clean Bandit Ft Sharma Bass - Extraordinary.cdg
Extraordinary,Clean Bandit Ft Sharma Bass,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-09 - Clean Bandit Ft Sharma Bass - Extraordinary.mp3
Take Me Home,Cash Cash Ft Bebe Rexha,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-10 - Cash Cash Ft Bebe Rexha - Take Me Home.cdg
Take Me Home,Cash Cash Ft Bebe Rexha,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-10 - Cash Cash Ft Bebe Rexha - Take Me Home.mp3
Hearts On Fire,Passenger,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-11 - Passenger - Hearts On Fire.cdg
Hearts On Fire,Passenger,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-11 - Passenger - Hearts On Fire.mp3
Dare,Shakira,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-12 - Shakira - Dare (La La La).cdg
Dare,Shakira,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-12 - Shakira - Dare (La La La).mp3
Beating Heart,Ellie Goulding,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-13 - Ellie Goulding - Beating Heart.cdg
Beating Heart,Ellie Goulding,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-13 - Ellie Goulding - Beating Heart.mp3
Calm After The Storm,Common Linnets,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-14 - Common Linnets - Calm After The Storm (Eurovision 2014).cdg
Calm After The Storm,Common Linnets,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-14 - Common Linnets - Calm After The Storm (Eurovision 2014).mp3
Still,Katy B,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-15 - Katy B - Still.cdg
Still,Katy B,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-15 - Katy B - Still.mp3
I Was Gonna Cancel,Kylie Minogue,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-16 - Kylie Minogue - I Was Gonna Cancel.cdg
I Was Gonna Cancel,Kylie Minogue,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-16 - Kylie Minogue - I Was Gonna Cancel.mp3
Don't Stop,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-17 - 5 Seconds Of Summer - Don't Stop.cdg
Don't Stop,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-17 - 5 Seconds Of Summer - Don't Stop.mp3
Rise Like A Phoenix,Conchita Wurst,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-18 - Conchita Wurst - Rise Like A Phoenix (Eurovision 2014).cdg
Rise Like A Phoenix,Conchita Wurst,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG\SF340-18 - Conchita Wurst - Rise Like A Phoenix (Eurovision 2014).mp3
KaraokeRG,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\KaraokeRG.mp4
Shake It Off,Taylor Swift,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-01 - Taylor Swift - Shake It Off.cdg
Shake It Off,Taylor Swift,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-01 - Taylor Swift - Shake It Off.mp3
Blame,Calvin Harris & John Newman,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-02 - Calvin Harris & John Newman - Blame.cdg
Blame,Calvin Harris & John Newman,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-02 - Calvin Harris & John Newman - Blame.mp3
Glow,Ella Henderson,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-03 - Ella Henderson - Glow.cdg
Glow,Ella Henderson,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-03 - Ella Henderson - Glow.mp3
Oh Cecilia,Vamps & Shawn Mendes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-04 - Vamps & Shawn Mendes - Oh Cecilia (Breaking My Heart).cdg
Oh Cecilia,Vamps & Shawn Mendes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-04 - Vamps & Shawn Mendes - Oh Cecilia (Breaking My Heart).mp3
Anaconda,Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-05 - Nicki Minaj - Anaconda.cdg
Anaconda,Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-05 - Nicki Minaj - Anaconda.mp3
Geronimo,Sheppard,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-06 - Sheppard - Geronimo.cdg
Geronimo,Sheppard,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-06 - Sheppard - Geronimo.mp3
Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-07 - Jessie J & Ariana Grande & Nicki Minaj - Bang Bang.cdg
Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-07 - Jessie J & Ariana Grande & Nicki Minaj - Bang Bang.mp3
Say You Love Me,Jessie Ware,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-08 - Jessie Ware - Say You Love Me.cdg
Say You Love Me,Jessie Ware,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-08 - Jessie Ware - Say You Love Me.mp3
All About That Bass,Meghan Trainor,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-09 - Meghan Trainor - All About That Bass.cdg
All About That Bass,Meghan Trainor,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-09 - Meghan Trainor - All About That Bass.mp3
On The Rocks,Nicole Scherzinger,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-10 - Nicole Scherzinger - On The Rocks.cdg
On The Rocks,Nicole Scherzinger,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-10 - Nicole Scherzinger - On The Rocks.mp3
10 Million People,Example,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-11 - Example - 10 Million People.cdg
10 Million People,Example,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-11 - Example - 10 Million People.mp3
Let It Be,Labrinth,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-12 - Labrinth - Let It Be.cdg
Let It Be,Labrinth,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-12 - Labrinth - Let It Be.mp3
Bailando,Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-13 - Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno - Bailando.cdg
Bailando,Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-13 - Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno - Bailando.mp3
Lullaby,Professor Green & Tori Kelly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-14 - Professor Green & Tori Kelly - Lullaby.cdg
Lullaby,Professor Green & Tori Kelly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-14 - Professor Green & Tori Kelly - Lullaby.mp3
New Flame,Chris Brown & Usher & Rick Ross,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-15 - Chris Brown & Usher & Rick Ross - New Flame.cdg
New Flame,Chris Brown & Usher & Rick Ross,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-15 - Chris Brown & Usher & Rick Ross - New Flame.mp3
Ugly Heart,G.r.l,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-16 - G.R.L. - Ugly Heart.cdg
Ugly Heart,G.r.l,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-16 - G.R.L. - Ugly Heart.mp3
Prayer In C,Lilly Wood & The Prick & Robin Schulz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-17 - Lilly Wood & The Prick & Robin Schulz - Prayer In C.cdg
